"rank" 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 
0.13330 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9531 1.0000 0.9999 1.0000 0.8709 1.0000 1.0000 1.0000 0.8759 
0.13340 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9530 1.0000 0.9999 1.0000 0.8708 1.0000 1.0000 1.0000 0.8758 
0.13350 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9530 1.0000 0.9999 1.0000 0.8707 1.0000 1.0000 1.0000 0.8757 
0.13360 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9529 1.0000 0.9999 1.0000 0.8706 1.0000 1.0000 1.0000 0.8756 
0.13370 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9529 1.0000 0.9999 1.0000 0.8705 1.0000 1.0000 1.0000 0.8755 
0.13380 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9528 1.0000 0.9999 1.0000 0.8704 1.0000 1.0000 1.0000 0.8754 
0.13390 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9528 1.0000 0.9999 1.0000 0.8703 1.0000 1.0000 1.0000 0.8753 
0.13400 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9527 1.0000 0.9999 1.0000 0.8702 1.0000 1.0000 1.0000 0.8752 
0.13410 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9527 1.0000 0.9999 1.0000 0.8701 1.0000 1.0000 1.0000 0.8751 
0.13420 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9526 1.0000 0.9999 1.0000 0.8700 1.0000 1.0000 1.0000 0.8750 
0.13430 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9526 1.0000 0.9999 1.0000 0.8699 1.0000 1.0000 1.0000 0.8749 
0.13440 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9526 1.0000 0.9999 1.0000 0.8698 1.0000 1.0000 1.0000 0.8748 
0.13450 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9525 1.0000 0.9999 1.0000 0.8697 1.0000 1.0000 1.0000 0.8747 
0.13460 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9525 1.0000 0.9999 1.0000 0.8696 1.0000 1.0000 1.0000 0.8746 
0.13470 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9524 1.0000 0.9999 1.0000 0.8695 1.0000 1.0000 1.0000 0.8745 
0.13480 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9524 1.0000 0.9999 1.0000 0.8694 1.0000 1.0000 1.0000 0.8744 
0.13490 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9523 1.0000 0.9999 1.0000 0.8693 1.0000 1.0000 1.0000 0.8743 
0.13500 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9523 1.0000 0.9999 1.0000 0.8692 1.0000 1.0000 1.0000 0.8742 
0.13510 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9522 1.0000 0.9999 1.0000 0.8691 1.0000 1.0000 1.0000 0.8741 
0.13520 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9522 1.0000 0.9999 1.0000 0.8690 1.0000 1.0000 1.0000 0.8740 
0.13530 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9521 1.0000 0.9999 1.0000 0.8689 1.0000 1.0000 1.0000 0.8739 
0.13540 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9521 1.0000 0.9999 1.0000 0.8688 1.0000 1.0000 1.0000 0.8738 
0.13550 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9520 1.0000 0.9999 1.0000 0.8687 1.0000 1.0000 1.0000 0.8736 
0.13560 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9520 1.0000 0.9999 1.0000 0.8686 1.0000 1.0000 1.0000 0.8735 
0.13570 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9520 1.0000 0.9999 1.0000 0.8685 1.0000 1.0000 1.0000 0.8734 
0.13580 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9519 1.0000 0.9999 1.0000 0.8684 1.0000 1.0000 1.0000 0.8733 
0.13590 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9519 1.0000 0.9999 1.0000 0.8683 1.0000 1.0000 1.0000 0.8732 
0.13600 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9518 1.0000 0.9999 1.0000 0.8682 1.0000 1.0000 1.0000 0.8731 
0.13610 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9518 1.0000 0.9999 1.0000 0.8681 1.0000 1.0000 1.0000 0.8730 
0.13620 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9517 1.0000 0.9999 1.0000 0.8680 1.0000 1.0000 1.0000 0.8729 
0.13630 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9517 1.0000 0.9999 1.0000 0.8679 1.0000 1.0000 1.0000 0.8728 
0.13640 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9516 1.0000 0.9999 1.0000 0.8678 1.0000 1.0000 1.0000 0.8727 
0.13650 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9516 1.0000 0.9999 1.0000 0.8677 1.0000 1.0000 1.0000 0.8726 
0.13660 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9515 1.0000 0.9999 1.0000 0.8676 1.0000 1.0000 1.0000 0.8725 
0.13670 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9515 1.0000 0.9999 1.0000 0.8675 1.0000 1.0000 1.0000 0.8724 
0.13680 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9514 1.0000 0.9999 1.0000 0.8674 1.0000 1.0000 1.0000 0.8723 
0.13690 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9514 1.0000 0.9999 1.0000 0.8673 1.0000 1.0000 1.0000 0.8722 
0.13700 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9514 1.0000 0.9999 1.0000 0.8672 1.0000 1.0000 1.0000 0.8721 
0.13710 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9513 1.0000 0.9999 1.0000 0.8671 1.0000 1.0000 1.0000 0.8720 
0.13720 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9513 1.0000 0.9999 1.0000 0.8670 1.0000 1.0000 1.0000 0.8719 
0.13730 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9512 1.0000 0.9999 1.0000 0.8669 1.0000 1.0000 1.0000 0.8718 
0.13740 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9512 1.0000 0.9999 1.0000 0.8668 1.0000 1.0000 1.0000 0.8717 
0.13750 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9511 1.0000 0.9999 1.0000 0.8667 1.0000 1.0000 1.0000 0.8716 
0.13760 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9511 1.0000 0.9999 1.0000 0.8666 1.0000 1.0000 1.0000 0.8715 
0.13770 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9510 1.0000 0.9999 1.0000 0.8665 1.0000 1.0000 1.0000 0.8714 
0.13780 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9510 1.0000 0.9999 1.0000 0.8664 1.0000 1.0000 1.0000 0.8713 
0.13790 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9509 1.0000 0.9999 1.0000 0.8663 1.0000 1.0000 1.0000 0.8712 
0.13800 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9509 1.0000 0.9999 1.0000 0.8662 1.0000 1.0000 1.0000 0.8711 
0.13810 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9508 1.0000 0.9999 1.0000 0.8661 1.0000 1.0000 1.0000 0.8710 
0.13820 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9508 1.0000 0.9999 1.0000 0.8660 1.0000 1.0000 1.0000 0.8709 
0.13830 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9507 1.0000 0.9999 1.0000 0.8659 1.0000 1.0000 1.0000 0.8708 
0.13840 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9507 1.0000 0.9999 1.0000 0.8658 1.0000 1.0000 1.0000 0.8707 
0.13850 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9506 1.0000 0.9999 1.0000 0.8657 1.0000 1.0000 1.0000 0.8706 
0.13860 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9506 1.0000 0.9999 1.0000 0.8656 1.0000 1.0000 1.0000 0.8705 
0.13870 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9505 1.0000 0.9999 1.0000 0.8655 1.0000 1.0000 1.0000 0.8703 
0.13880 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9505 1.0000 0.9999 1.0000 0.8654 1.0000 1.0000 1.0000 0.8702 
0.13890 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9505 1.0000 0.9999 1.0000 0.8653 1.0000 1.0000 1.0000 0.8701 
0.13900 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9504 1.0000 0.9999 1.0000 0.8652 1.0000 1.0000 1.0000 0.8700 
0.13910 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9504 1.0000 0.9999 1.0000 0.8651 1.0000 1.0000 1.0000 0.8699 
0.13920 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9503 1.0000 0.9999 1.0000 0.8650 1.0000 1.0000 1.0000 0.8698 
0.13930 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9503 1.0000 0.9999 1.0000 0.8649 1.0000 1.0000 1.0000 0.8697 
0.13940 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9502 1.0000 0.9999 1.0000 0.8648 1.0000 1.0000 1.0000 0.8696 
0.13950 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9502 1.0000 0.9999 1.0000 0.8647 1.0000 1.0000 1.0000 0.8695 
0.13960 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9501 1.0000 0.9999 1.0000 0.8646 1.0000 1.0000 1.0000 0.8694 
0.13970 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9501 1.0000 0.9999 1.0000 0.8645 1.0000 1.0000 1.0000 0.8693 
0.13980 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9500 1.0000 0.9999 1.0000 0.8644 1.0000 1.0000 1.0000 0.8692 
0.13990 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9500 1.0000 0.9999 1.0000 0.8643 1.0000 1.0000 1.0000 0.8691 
0.14000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9500 1.0000 0.9999 1.0000 0.8642 1.0000 1.0000 1.0000 0.8690 
0.14010 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9499 1.0000 0.9999 1.0000 0.8641 1.0000 1.0000 1.0000 0.8689 
0.14020 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9499 1.0000 0.9999 1.0000 0.8640 1.0000 1.0000 1.0000 0.8688 
0.14030 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9498 1.0000 0.9999 1.0000 0.8639 1.0000 1.0000 1.0000 0.8687 
0.14040 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9498 1.0000 0.9999 1.0000 0.8638 1.0000 1.0000 1.0000 0.8686 
0.14050 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9497 1.0000 0.9999 1.0000 0.8637 1.0000 1.0000 1.0000 0.8685 
0.14060 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9497 1.0000 0.9999 1.0000 0.8636 1.0000 1.0000 1.0000 0.8684 
0.14070 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9496 1.0000 0.9999 1.0000 0.8635 1.0000 1.0000 1.0000 0.8683 
0.14080 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9496 1.0000 0.9999 1.0000 0.8634 1.0000 1.0000 1.0000 0.8682 
0.14090 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9495 1.0000 0.9999 1.0000 0.8633 1.0000 1.0000 1.0000 0.8681 
0.14100 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9495 1.0000 0.9999 1.0000 0.8632 1.0000 1.0000 1.0000 0.8680 
0.14110 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9495 1.0000 0.9999 1.0000 0.8631 1.0000 1.0000 1.0000 0.8679 
0.14120 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9494 1.0000 0.9999 1.0000 0.8630 1.0000 1.0000 1.0000 0.8677 
0.14130 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9494 1.0000 0.9999 1.0000 0.8629 1.0000 1.0000 1.0000 0.8676 
0.14140 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9493 1.0000 0.9999 1.0000 0.8628 1.0000 1.0000 1.0000 0.8675 
0.14150 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9493 1.0000 0.9999 1.0000 0.8627 1.0000 1.0000 1.0000 0.8674 
0.14160 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9492 1.0000 0.9999 1.0000 0.8626 1.0000 1.0000 1.0000 0.8673 
0.14170 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9492 1.0000 0.9999 1.0000 0.8625 1.0000 1.0000 1.0000 0.8672 
0.14180 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9491 1.0000 0.9999 1.0000 0.8624 1.0000 1.0000 1.0000 0.8671 
0.14190 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9491 1.0000 0.9999 1.0000 0.8623 1.0000 1.0000 1.0000 0.8670 
0.14200 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9490 1.0000 0.9999 1.0000 0.8622 1.0000 1.0000 1.0000 0.8669 
0.14210 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9490 1.0000 0.9999 1.0000 0.8621 1.0000 1.0000 1.0000 0.8668 
0.14220 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9489 1.0000 0.9999 1.0000 0.8619 1.0000 1.0000 1.0000 0.8667 
0.14230 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9489 1.0000 0.9999 1.0000 0.8618 1.0000 1.0000 1.0000 0.8666 
0.14240 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9489 1.0000 0.9999 1.0000 0.8617 1.0000 1.0000 1.0000 0.8665 
0.14250 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9488 1.0000 0.9999 1.0000 0.8616 1.0000 1.0000 1.0000 0.8664 
0.14260 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9488 1.0000 0.9999 1.0000 0.8615 1.0000 1.0000 1.0000 0.8663 
0.14270 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9487 1.0000 0.9999 1.0000 0.8614 1.0000 1.0000 1.0000 0.8662 
0.14280 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9487 1.0000 0.9999 1.0000 0.8613 1.0000 1.0000 1.0000 0.8661 
0.14290 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9486 1.0000 0.9999 1.0000 0.8612 1.0000 1.0000 1.0000 0.8660 
0.14300 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9486 1.0000 0.9999 1.0000 0.8611 1.0000 1.0000 1.0000 0.8659 
0.14310 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9485 1.0000 0.9999 1.0000 0.8610 1.0000 1.0000 1.0000 0.8658 
0.14320 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9485 1.0000 0.9999 1.0000 0.8609 1.0000 1.0000 1.0000 0.8657 
0.14330 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9484 1.0000 0.9999 1.0000 0.8608 1.0000 1.0000 1.0000 0.8656 
0.14340 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9484 1.0000 0.9999 1.0000 0.8607 1.0000 1.0000 1.0000 0.8655 
0.14350 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9483 1.0000 0.9999 1.0000 0.8606 1.0000 1.0000 1.0000 0.8654 
0.14360 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9483 1.0000 0.9999 1.0000 0.8605 1.0000 1.0000 1.0000 0.8653 
0.14370 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9482 1.0000 0.9999 1.0000 0.8604 1.0000 1.0000 1.0000 0.8652 
0.14380 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9482 1.0000 0.9999 1.0000 0.8603 1.0000 1.0000 1.0000 0.8651 
0.14390 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9481 1.0000 0.9999 1.0000 0.8602 1.0000 1.0000 1.0000 0.8650 
0.14400 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9481 1.0000 0.9999 1.0000 0.8601 1.0000 1.0000 1.0000 0.8649 
0.14410 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9480 1.0000 0.9999 1.0000 0.8600 1.0000 1.0000 1.0000 0.8648 
0.14420 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 0.9479 1.0000 0.9999 1.0000 0.8599 1.0000 1.0000 1.0000 0.8647 
